x1,y1,x2,y2
1554,530,721,1597
721,1597,196,276
196,276,1332,1398
1332,1398,873,4
873,4,900,1594
900,1594,653,14
653,14,613,1578
613,1578,457,78
457,78,573,1567
573,1567,1593,691
1593,691,495,1540
495,1540,1566,1031
1566,1031,680,10
680,10,1301,1425
1301,1425,640,17
640,17,845,1599
845,1599,130,364
130,364,397,1491
397,1491,187,287
187,287,1409,282
1409,282,316,164
316,164,1595,897
1595,897,667,1589
667,1589,1599,842
1599,842,284,189
284,189,253,1384
253,1384,457,78
457,78,1577,610
1577,610,534,46
534,46,101,1190
101,1190,373,124
373,124,1475,370
1475,370,1,794
1,794,1467,359
1467,359,385,117
385,117,586,1571
586,1571,804,1
804,1,1539,1109
1539,1109,327,1446
327,1446,1554,1071
1554,1071,653,1587
653,1587,1562,1044
1562,1044,327,1446
327,1446,1496,1196
1496,1196,954,15
954,15,1418,1309
1418,1309,776,1
776,1,1400,1330
1400,1330,433,1511
433,1511,859,3
859,3,1311,1416
1311,1416,735,3
735,3,1363,1370
1363,1370,1112,64
1112,64,1460,1254
1460,1254,295,1420
295,1420,1482,1219
1482,1219,1021,32
1021,32,1444,1276
1444,1276,350,1462
350,1462,243,226
243,226,1343,1389
1343,1389,914,9
914,9,914,1592
914,1592,680,10
680,10,33,1025
33,1025,667,12
667,12,1586,951
1586,951,421,96
421,96,76,1141
76,1141,397,110
397,110,385,1484
385,1484,1418,1309
1418,1309,1008,28
1008,28,640,1584
640,1584,900,7
900,7,749,1599
749,1599,1210,113
1210,113,1427,1298
1427,1298,818,1
818,1,613,1578
613,1578,76,460
76,460,482,1535
482,1535,284,189
284,189,397,1491
397,1491,122,376
122,376,873,1597
873,1597,547,42
547,42,600,1575
600,1575,45,537
45,537,1048,40
1048,40,886,1596
886,1596,161,319
161,319,373,1477
373,1477,1372,1360
1372,1360,927,11
927,11,927,1590
927,1590,1174,93
1174,93,1400,1330
1400,1330,981,21
981,21,25,603
25,603,586,1571
586,1571,306,172
306,172,274,1403
274,1403,1372,1360
1372,1360,457,1523
457,1523,1391,1340
1391,1340,954,15
954,15,763,1600
763,1600,1245,136
1245,136,1234,1473
1234,1473,327,155
327,155,547,1559
547,1559,263,208
263,208,1489,394
1489,394,16,958
16,958,1482,382
1482,382,361,132
361,132,1583,636
1583,636,521,1550
521,1550,115,388
115,388,845,1599
845,1599,626,20
626,20,763,1600
763,1600,205,266
205,266,534,1555
534,1555,1600,828
1600,828,508,1545
508,1545,470,72
470,72,1509,430
1509,430,749,1599
749,1599,859,3
859,3,886,1596
886,1596,482,66
482,66,421,1505
421,1505,804,1
804,1,1,766
1,766,818,1600
818,1600,408,103
408,103,196,1325
196,1325,521,51
521,51,981,1580
981,1580,735,3
735,3,1,807
1,807,1482,382
1482,382,482,66
482,66,1599,842
1599,842,316,164
316,164,408,1498
408,1498,1409,1319
1409,1319,1099,58
1099,58,1460,1254
1460,1254,640,1584
640,1584,1489,1207
1489,1207,1035,36
1035,36,45,537
45,537,560,1563
560,1563,350,139
350,139,1489,394
1489,394,470,72
470,72,1574,596
1574,596,560,38
560,38,804,1600
804,1600,433,90
433,90,145,1260
145,1260,361,132
361,132,1595,704
1595,704,433,90
433,90,1539,492
1539,492,694,1593
694,1593,9,684
9,684,900,7
900,7,914,1592
914,1592,586,30
586,30,9,917
9,917,1509,430
1509,430,205,266
205,266,495,1540
495,1540,95,424
95,424,457,1523
457,1523,1595,897
1595,897,421,1505
421,1505,1599,856
1599,856,560,38
560,38,653,1587
653,1587,1570,1018
1570,1018,694,8
694,8,1322,1407
1322,1407,234,236
234,236,1596,718
1596,718,327,155
327,155,170,1293
170,1293,640,17
640,17,653,1587
653,1587,1577,991
1577,991,339,147
339,147,1558,543
1558,543,735,1598
735,1598,41,550
41,550,1061,44
1061,44,1452,1265
1452,1265,316,1437
316,1437,1475,1231
1475,1231,640,1584
640,1584,1522,1147
1522,1147,361,1469
361,1469,1528,1134
1528,1134,790,1
790,1,1048,1561
1048,1561,763,1
763,1,1,821
1,821,1452,336
1452,336,397,110
397,110,1311,1416
1311,1416,667,12
667,12,968,1583
968,1583,1125,69
1125,69,60,498
60,498,547,1559
547,1559,1589,663
1589,663,547,42
547,42,161,1282
161,1282,385,117
385,117,1460,347
1460,347,482,66
482,66,41,1051
41,1051,1245,136
1245,136,1332,1398
1332,1398,1021,32
1021,32,1061,1557
1061,1557,804,1
804,1,1279,1442
1279,1442,1279,159
1279,159,1257,1458
1257,1458,215,1345
215,1345,560,38
560,38,534,1555
534,1555,306,172
306,172,508,1545
508,1545,1577,610
1577,610,495,1540
495,1540,161,319
161,319,408,1498
408,1498,137,353
137,353,927,1590
927,1590,708,6
708,6,1,807
1,807,694,8
694,8,1,794
1,794,831,1600
831,1600,586,30
586,30,613,1578
613,1578,1372,1360
1372,1360,1087,53
1087,53,640,1584
640,1584,1528,1134
1528,1134,859,3
859,3,1363,1370
1363,1370,470,1529
470,1529,1574,1005
1574,1005,327,1446
327,1446,205,266
205,266,457,1523
457,1523,1400,1330
1400,1330,253,217
253,217,1496,405
1496,405,339,147
339,147,1400,271
1400,271,1074,1552
1074,1552,1391,261
1391,261,361,132
361,132,95,1177
95,1177,626,20
626,20,1558,1058
1558,1058,508,1545
508,1545,224,246
224,246,385,1484
385,1484,205,266
205,266,1343,1389
1343,1389,735,3
735,3,7,903
7,903,721,4
721,4,4,876
4,876,1533,479
1533,479,187,287
187,287,1516,442
1516,442,457,78
457,78,408,1498
408,1498,1435,1287
1435,1287,1199,107
1199,107,95,424
95,424,886,1596
886,1596,680,10
680,10,1021,1569
1021,1569,1061,44
1061,44,640,1584
640,1584,1533,1122
1533,1122,295,1420
295,1420,1496,1196
1496,1196,640,1584
640,1584,873,4
873,4,1372,1360
1372,1360,243,226
243,226,253,1384
253,1384,274,198
274,198,445,1517
445,1517,1391,1340
1391,1340,1150,81
1150,81,1435,1287
1435,1287,1008,28
1008,28,954,1586
954,1586,941,13
941,13,941,1588
941,1588,408,103
408,103,137,1248
137,1248,361,132
361,132,613,1578
613,1578,101,411
101,411,1322,194
1322,194,1199,1494
1199,1494,1311,185
1311,185,1187,1501
1187,1501,339,1454
339,1454,1234,1473
1234,1473,224,1355
224,1355,600,26
600,26,886,1596
886,1596,130,364
130,364,1268,151
1268,151,1162,1514
1162,1514,521,1550
521,1550,547,42
547,42,640,1584
640,1584,385,117
385,117,1391,261
1391,261,408,103
408,103,790,1600
790,1600,115,388
115,388,457,1523
457,1523,1599,759
1599,759,253,217
253,217,1589,663
1589,663,385,117
385,117,316,1437
316,1437,1577,991
1577,991,680,10
680,10,1589,938
1589,938,653,1587
653,1587,22,616
22,616,573,1567
573,1567,804,1
804,1,408,1498
408,1498,1489,1207
1489,1207,914,9
914,9,1409,1319
1409,1319,653,1587
653,1587,1581,978
1581,978,373,124
373,124,178,1304
178,1304,653,14
653,14,859,1598
859,1598,457,78
457,78,88,1165
88,1165,361,132
361,132,600,1575
600,1575,845,2
845,2,1475,1231
1475,1231,1099,58
1099,58,968,1583
968,1583,1021,32
1021,32,1467,1242
1467,1242,339,1454
339,1454,1268,1450
1268,1450,215,1345
215,1345,457,78
457,78,1496,405
1496,405,22,985
22,985,640,17
640,17,1566,1031
1566,1031,667,12
667,12,1,794
1,794,640,17
640,17,161,1282
161,1282,508,56
508,56,1482,382
1482,382,263,208
263,208,306,1429
306,1429,224,246
224,246,1363,1370
1363,1370,626,1581
626,1581,1435,1287
1435,1287,373,1477
373,1477,1174,1508
1174,1508,1279,159
1279,159,776,1600
776,1600,1522,454
1522,454,763,1600
763,1600,6,711
6,711,735,1598
735,1598,1400,1330
1400,1330,421,1505
421,1505,534,46
534,46,508,1545
508,1545,41,550
41,550,547,1559
547,1559,790,1
790,1,941,1588
941,1588,145,341
145,341,1343,1389
1343,1389,1048,40
1048,40,1008,1573
1008,1573,586,30
586,30,6,890
6,890,573,34
573,34,1570,583
1570,583,495,1540
495,1540,1570,1018
1570,1018,373,124
373,124,1549,518
1549,518,408,103
408,103,82,1153
82,1153,361,132
361,132,1554,530
1554,530,4,876
4,876,1400,271
1400,271,350,139
350,139,130,1237
130,1237,1589,938
1589,938,495,1540
495,1540,1162,1514
1162,1514,385,1484
385,1484,130,364
130,364,914,1592
914,1592,886,5
886,5,1382,1350
1382,1350,763,1
763,1,1332,1398
1332,1398,818,1
818,1,600,1575
600,1575,327,155
327,155,1562,557
1562,557,253,217
253,217,1418,1309
1418,1309,1210,113
1210,113,88,436
88,436,445,1517
445,1517,1061,1557
1061,1557,1391,261
1391,261,445,84
445,84,1533,479
1533,479,667,1589
667,1589,1353,1379
1353,1379,1162,87
1162,87,1460,1254
1460,1254,968,18
968,18,1427,1298
1427,1298,708,1595
708,1595,33,576
33,576,1074,49
1074,49,1435,1287
1435,1287,886,5
886,5,613,1578
613,1578,1382,1350
1382,1350,470,1529
470,1529,1035,1565
1035,1565,1087,53
1087,53,60,498
60,498,600,1575
600,1575,16,643
16,643,941,13
941,13,763,1600
763,1600,1162,87
1162,87,71,1128
71,1128,573,34
573,34,1301,1425
1301,1425,680,1591
680,1591,1539,492
1539,492,495,61
495,61,1452,336
1452,336,534,46
534,46,613,1578
613,1578,859,3
859,3,859,1598
859,1598,122,376
122,376,1290,168
1290,168,1290,1433
1290,1433,721,1597
721,1597,1418,1309
1418,1309,1137,75
1137,75,981,1580
981,1580,339,1454
339,1454,1558,1058
1558,1058,295,1420
295,1420,1503,1183
1503,1183,284,1412
284,1412,327,155
327,155,1596,883
1596,883,145,1260
145,1260,470,72
470,72,41,1051
41,1051,433,90
433,90,397,1491
397,1491,1409,1319
1409,1319,161,319
161,319,1372,1360
1372,1360,626,20
626,20,694,1593
694,1593,50,524
50,524,1035,36
1035,36,981,1580
981,1580,521,1550
521,1550,1125,1532
1125,1532,1363,231
1363,231,385,117
385,117,196,1325
196,1325,1199,1494
1199,1494,234,1365
234,1365,613,23
613,23,350,1462
350,1462,1549,1083
1549,1083,521,1550
521,1550,1363,1370
1363,1370,153,330
153,330,470,1529
470,1529,71,473
71,473,667,1589
667,1589,914,9
914,9,445,1517
445,1517,1087,1548
1087,1548,1409,282
1409,282,274,198
274,198,1586,650
1586,650,295,181
295,181,508,1545
508,1545,1008,1573
1008,1573,482,1535
482,1535,1021,1569
1021,1569,613,23
613,23,88,1165
88,1165,445,84
445,84,831,1600
831,1600,108,400
108,400,1528,1134
1528,1134,653,14
653,14,1382,1350
1382,1350,749,1599
749,1599,187,287
187,287,1322,1407
1322,1407,482,66
482,66,873,1597
873,1597,1021,32
1021,32,1496,1196
1496,1196,927,11
927,11,1444,1276
1444,1276,626,1581
626,1581,373,124
373,124,1596,883
1596,883,626,20
626,20,1,794
1,794,586,30
586,30,680,1591
680,1591,1343,1389
1343,1389,873,4
873,4,445,1517
445,1517,1427,1298
1427,1298,1174,93
1174,93,1452,1265
1452,1265,178,297
178,297,1544,505
1544,505,482,66
482,66,1382,251
1382,251,11,931
11,931,1528,467
1528,467,547,42
547,42,433,1511
433,1511,1099,1543
1099,1543,1418,292
1418,292,263,208
263,208,196,1325
196,1325,1234,1473
1234,1473,1332,203
1332,203,1210,1488
1210,1488,361,1469
361,1469,1460,1254
1460,1254,274,1403
274,1403,445,84
445,84,1583,636
1583,636,560,38
560,38,178,1304
178,1304,1210,1488
1210,1488,306,172
306,172,1593,910
1593,910,137,1248
137,1248,327,155
327,155,130,1237
130,1237,1112,1537
1112,1537,547,1559
547,1559,968,1583
968,1583,954,15
954,15,1353,1379
1353,1379,653,1587
653,1587,29,590
29,590,613,1578
613,1578,65,486
65,486,1234,128
1234,128,82,448
82,448,1544,1096
1544,1096,640,1584
640,1584,1418,1309
1418,1309,224,246
224,246,284,1412
284,1412,1591,677
1591,677,215,256
215,256,560,1563
560,1563,941,1588
941,1588,350,1462
350,1462,1174,1508
1174,1508,243,1375
243,1375,1187,1501
1187,1501,640,17
640,17,19,971
19,971,1496,405
1496,405,1,780
1,780,1489,394
1489,394,495,61
495,61,161,1282
161,1282,1600,814
1600,814,508,56
508,56,1533,479
1533,479,295,181
295,181,1600,787
1600,787,667,1589
667,1589,9,684
9,684,790,1600
790,1600,1353,1379
1353,1379,482,1535
482,1535,1570,583
1570,583,457,1523
457,1523,1048,1561
1048,1561,385,1484
385,1484,1427,1298
1427,1298,339,1454
339,1454,1570,1018
1570,1018,108,1201
108,1201,968,18
968,18,101,1190
101,1190,640,17
640,17,1598,869
1598,869,433,90
433,90,37,1038
37,1038,1290,168
1290,168,1187,1501
1187,1501,495,1540
495,1540,981,1580
981,1580,547,1559
547,1559,1599,745
1599,745,350,139
350,139,76,1141
76,1141,1035,1565
1035,1565,1074,49
1074,49,1409,1319
1409,1319,735,1598
735,1598,1279,1442
1279,1442,763,1
763,1,1,766
1,766,694,8
694,8,1581,978
1581,978,316,1437
316,1437,1589,938
1589,938,215,1345
215,1345,306,172
306,172,350,1462
350,1462,1222,1480
1222,1480,234,1365
234,1365,521,51
521,51,1475,370
1475,370,16,958
16,958,1343,212
1343,212,385,117
385,117,385,1484
385,1484,145,341
145,341,361,1469
361,1469,1489,1207
1489,1207,981,21
981,21,1503,1183
1503,1183,274,1403
274,1403,1509,1171
1509,1171,613,23
613,23,1,766
1,766,586,30
586,30,1332,1398
1332,1398,137,353
137,353,1444,325
1444,325,547,42
547,42,6,890
6,890,534,46
534,46,1467,359
1467,359,470,72
470,72,421,1505
421,1505,1125,1532
1125,1532,397,1491
397,1491,1150,1520
1150,1520,547,1559
547,1559,1599,842
1599,842,421,1505
421,1505,95,424
95,424,1174,93
1174,93,1382,1350
1382,1350,968,18
968,18,95,1177
95,1177,954,15
954,15,457,1523
457,1523,1074,1552
1074,1552,573,1567
573,1567,914,1592
914,1592,508,1545
508,1545,1562,1044
1562,1044,33,576
33,576,968,18
968,18,1400,1330
1400,1330,284,189
284,189,1400,271
1400,271,373,124
373,124,1125,1532
1125,1532,1427,303
1427,303,153,330
153,330,433,1511
433,1511,845,2
845,2,397,1491
397,1491,1418,1309
1418,1309,457,1523
457,1523,927,11
927,11,1353,1379
1353,1379,763,1600
763,1600,1372,1360
1372,1360,482,1535
482,1535,995,24
995,24,640,1584
640,1584,1353,1379
1353,1379,215,256
215,256,1570,583
1570,583,316,164
316,164,122,1225
122,1225,1583,965
1583,965,653,1587
653,1587,1516,1159
1516,1159,274,1403
274,1403,1600,773
1600,773,170,1293
170,1293,1599,759
1599,759,433,90
433,90,88,1165
88,1165,941,13
941,13,1452,1265
1452,1265,1187,100
1187,100,115,388
115,388,508,1545
508,1545,1574,596
1574,596,600,26
600,26,7,903
7,903,1516,442
1516,442,327,155
327,155,1409,282
1409,282,508,56
508,56,95,1177
95,1177,470,72
470,72,295,1420
295,1420,253,217
253,217,1595,704
1595,704,521,51
521,51,187,1314
187,1314,1562,1044
1562,1044,178,1304
178,1304,1577,991
1577,991,115,1213
115,1213,1008,28
1008,28,22,616
22,616,560,1563
560,1563,1099,1543
1099,1543,735,1598
735,1598,1150,1520
1150,1520,694,1593
694,1593,1290,1433
1290,1433,859,3
859,3,4,725
4,725,804,1
804,1,6,711
6,711,763,1
763,1,9,917
9,917,749,2
749,2,1,821
1,821,1566,570
1566,570,600,26
600,26,350,1462
350,1462,1528,1134
1528,1134,534,1555
534,1555,995,1577
995,1577,495,1540
495,1540,1343,1389
1343,1389,804,1600
804,1600,1268,1450
1268,1450,776,1600
776,1600,1061,1557
1061,1557,1382,251
1382,251,521,51
521,51,508,1545
508,1545,1595,704
1595,704,295,1420
295,1420,1593,691
1593,691,457,78
457,78,1311,1416
1311,1416,680,1591
680,1591,1400,1330
1400,1330,1199,107
1199,107,65,1115
65,1115,397,110
397,110,60,1103
60,1103,385,117
385,117,1301,176
1301,176,600,1575
600,1575,886,1596
886,1596,560,1563
560,1563,694,8
694,8,1125,1532
1125,1532,361,1469
361,1469,1162,1514
1162,1514,253,1384
253,1384,1460,1254
1460,1254,626,1581
626,1581,981,21
981,21,115,1213
115,1213,470,72
470,72,1391,261
1391,261,508,56
508,56,6,890
6,890,1509,430
1509,430,224,246
224,246,274,1403
274,1403,1533,1122
1533,1122,804,1
804,1,1427,1298
1427,1298,306,1429
306,1429,1489,1207
1489,1207,385,1484
385,1484,350,139
350,139,1372,1360
1372,1360,1061,44
1061,44,1489,1207
1489,1207,735,1598
735,1598,968,1583
968,1583,694,1593
694,1593,1035,1565
1035,1565,470,1529
470,1529,60,498
60,498,1245,136
1245,136,37,1038
37,1038,421,96
421,96,1600,828
1600,828,421,1505
421,1505,1482,1219
1482,1219,445,1517
445,1517,1112,1537
1112,1537,433,1511
433,1511,1391,1340
1391,1340,749,1599
749,1599,1099,58
1099,58,1444,1276
1444,1276,339,1454
339,1454,1418,292
1418,292,495,61
495,61,153,1271
153,1271,1599,842
1599,842,339,147
339,147,327,1446
327,1446,1586,951
1586,951,224,1355
224,1355,586,30
586,30,2,752
2,752,1496,405
1496,405,482,66
482,66,1596,718
1596,718,9,684
9,684,749,2
749,2,640,1584
640,1584,1554,1071
1554,1071,521,1550
521,1550,886,1596
886,1596,763,1600
763,1600,1074,1552
1074,1552,694,1593
694,1593,1435,1287
1435,1287,680,1591
680,1591,1452,1265
1452,1265,1112,64
1112,64,71,473
71,473,1363,1370
1363,1370,1257,143
1257,143,45,1064
45,1064,445,84
445,84,1503,418
1503,418,25,998
25,998,653,14
653,14,1600,773
1600,773,667,1589
667,1589,1528,467
1528,467,316,164
316,164,1222,1480
1222,1480,818,1600
818,1600,1245,1465
1245,1465,224,1355
224,1355,397,110
397,110,1577,610
1577,610,205,266
205,266,295,1420
295,1420,1581,978
1581,978,178,1304
178,1304,284,189
284,189,1601,801
1601,801,421,1505
421,1505,776,1
776,1,1,835
1,835,1460,347
1460,347,573,34
573,34,350,1462
350,1462,1418,1309
1418,1309,1234,128
1234,128,1222,1480
1222,1480,694,1593
694,1593,1332,1398
1332,1398,547,42
547,42,350,1462
350,1462,408,103
408,103,71,1128
71,1128,1533,1122
1533,1122,253,1384
253,1384,1558,1058
1558,1058,196,1325
196,1325,667,12
667,12,1554,1071
1554,1071,350,1462
350,1462,1257,1458
1257,1458,1343,212
1343,212,482,66
482,66,1570,583
1570,583,640,17
640,17,153,1271
153,1271,482,66
482,66,547,1559
547,1559,640,1584
640,1584,457,1523
457,1523,1382,1350
1382,1350,1150,81
1150,81,130,364
130,364,373,1477
373,1477,1199,1494
1199,1494,845,1599
845,1599,708,1595
708,1595,1279,1442
1279,1442,215,1345
215,1345,1593,910
1593,910,433,90
433,90,1549,518
1549,518,3,862
3,862,508,56
508,56,613,1578
613,1578,534,1555
534,1555,1544,1096
1544,1096,818,1
818,1,1,780
1,780,1482,382
1482,382,373,124
373,124,1372,241
1372,241,521,51
521,51,178,1304
178,1304,1600,787
1600,787,316,1437
316,1437,1279,1442
1279,1442,776,1600
776,1600,927,1590
927,1590,721,1597
721,1597,995,1577
995,1577,521,1550
521,1550,667,1589
667,1589,361,1469
361,1469,1544,1096
1544,1096,88,436
88,436,421,1505
421,1505,1137,1526
1137,1526,408,1498
408,1498,1400,1330
1400,1330,886,5
886,5,886,5
